registration_number,partner_departments,subjects,title_en,title_fr,description_en,description_fr,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,owner_org,owner_org_title
A-003253,,"AD,IN",Competition and Compliance Framework,Cadre d'action pour la concurrence et la conformité,Not Available,Sans objet,2015-05-20,2015-07-20,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03914.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03914.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-003271,,"AD,IN,RE",Proposed New Directive on Trustee Designation and Advertising: Directive No. 29R3,Proposition d'une nouvelle instruction sur la désignation de syndic et la publicité par les syndics : Instruction no 29R3,Not Available,Sans objet,2015-06-01,2015-06-30,C,http://www.ic.gc.ca/eic/site/bsf-osb.nsf/eng/h_br02431.html,http://www.ic.gc.ca/eic/site/bsf-osb.nsf/fra/h_br02431.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-003247,,RE,Request for temporary dispensation from meter reverification,Demande de dispense temporaire de la revérification de compteurs,Not Available,Sans objet,2015-05-15,2015-06-15,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04737.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04737.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-003237,,CM,Consultation on a Licensing Framework for Residual Spectrum Licences in the 700 MHz and AWS-3 Bands,Consultation sur un cadre de délivrance de licences de spectre restantes dans les bandes de 700 MHz et du SSFE-3,Not Available,Sans objet,2015-05-01,2015-05-25,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf11019.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf11019.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-003129,,IN,Consultation -- Specification for Installation and Use: Size of Wires Used to Connect Meters to Conventional Instrument Transformers,Consultation -- Norme régissant l'installation et l'utilisation : calibres des fils utilisés pour brancher les compteurs à des transformateurs de mesure classiques,Not Available,Sans objet,2015-01-29,2015-03-28,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04733.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04733.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-003161,,"CM,IN",Consultation on Changes to the Definition of Competitive and User-Defined Service Areas for Spectrum Licences,Consultation sur les modifications apportées à l'établissement des zones de service en régime concurrentiel et des zones de service définies par les utilisateurs dans le cadre de l'octroi de licences de spectre,Not Available,Sans objet,2015-02-26,2015-03-16,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10943.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10943.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-003104,,"CM,IN",Consultation on Repurposing the 600 MHz Band,Consultation sur la réattribution de la bande de 600 MHz,Not Available,Sans objet,2014-12-18,2015-01-26,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10907.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10907.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002991,,CR,Consultation on recommendations to modernizing the IP community,Consultation sur les recommandations de modernisation de la communauté de la PI,Not Available,Sans objet,2014-10-09,2014-12-09,C,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03848.html,http://www.opic.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03848.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-003076,,CR,Modernizing the IP Community report,Modernisation de la communauté de la PI,Not Available,Sans objet,2014-10-09,2014-12-09,C,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03848.html,http://www.opic.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03848.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002984,,CR,Amendments to the Trade-marks Regulations 2014,Modifications au Règlement sur les marques de commerce de 2014,Not Available,Sans objet,2014-10-01,2014-11-30,C,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03853.html,http://www.opic.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03853.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002119,,IN,Request for Temporary Dispensation from Meter Reverification,Demande de dispense temporaire de la revérification des compteurs,Not Available,Sans objet,2011-05-16,2011-06-20,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04496.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04496.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-003013,,IN,Competition Bureau Seeks Input on Updated Corporate Compliance Programs Bulletin,Le Bureau de la concurrence sollicite des commentaires sur la version mise à jour du bulletin intitulé Les programmes de conformité d'entreprise,Not Available,Sans objet,2014-09-18,2014-11-17,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03813.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03813.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002985,,"CM,IN,RU",Consultation on Policy Changes in the 3500 MHz Band (3475-3650 MHz) and a New Licensing Process in Rural Areas,Consultation sur les modifications de la politique visant la bande de 3 500 MHz (3 475-3 650 MHz) et sur un nouveau processus de délivrance des licences dans les zones rurales,Not Available,Sans objet,2014-08-19,2014-11-05,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10841.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10841.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002922,,"IN,SE",Guidelines for the Production of Electronically Stored Information (ESI),Lignes directrices intitulées Production de renseignements stockés électroniquement (RSE),Not Available,Sans objet,2014-08-27,2014-10-27,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03789.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03789.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002862,,CR,The MOPOP Chapter 13: Examination of Applications has been revised to align with the Office Patent Notice PN-2013-02 respecting purposive construction,Le chapitre 13 du RPBB (Examen des demandes) a été révisé dans le but d?assurer sa conformité à la pratique d?examen concernant l?interprétation téléologique PN-2013-02,Not Available,Sans objet,2014-07-14,2014-08-01,C,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03809.html,http://www.opic.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03809.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002795,,IN,Statutory Review of the Bankruptcy and Insolvency Act and the Companies' Creditors Arrangement Act,Examen obligatoire de la Loi sur la faillite et l'insolvabilité et de la Loi sur les arrangements avec les créanciers des compagnies,Not Available,Sans objet,2014-05-16,2014-07-15,C,http://www.ic.gc.ca/eic/site/cilp-pdci.nsf/eng/h_cl00870.html,http://www.ic.gc.ca/eic/site/cilp-pdci.nsf/fra/h_cl00870.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002814,,"IN,RE",Request for Temporary Dispensation from Meter Reverification,Demande de dispense temporaire de la revérification des compteurs,Not Available,Sans objet,2014-06-01,2014-07-01,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04705.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04705.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002832,,"CM,IN","Consultation on a Policy, Technical and Licensing Framework for Use of the Bands 2000-2020 MHz and 2180&#8209;2200 MHz","Consultation sur un cadre politique, technique et de délivrance de licences pour l'utilisation des bandes 2 000-2 020 MHz et 2 180&#8209;2 200 MHz",Not Available,Sans objet,2014-05-21,2014-06-23,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10817.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10817.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002753,,"RE,SE",Consultation on Draft Technical Specifications Resulting From Complex Measurement Implementation Joint Working Group Decisions,Consultation sur le projet de norme technique découlant des décisions du Groupe de travail mixte sur la mise en oeuvre du mesurage complexe,Not Available,Sans objet,2014-04-14,2014-06-06,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04698.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04698.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002752,,"AD,PR",Draft Enforcement Guidelines -- Price Maintenance (Section 76 of the Competition Act),Version provisoire des lignes directrices intitulées Maintien des prix (article 76 de la Loi sur la concurrence),Not Available,Sans objet,2014-03-20,2014-06-02,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03697.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03697.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002755,,CR,Draft update of Intellectual Property Enforcement Guidelines,Propriété intellectuelle -- Lignes directrices pour l'application de la loi,Not Available,Sans objet,2014-04-02,2014-06-02,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03689.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03689.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002623,,JL,Consultation on the Canada Business Corporations Act,Consultation sur la Loi canadienne sur les sociétés par actions,Not Available,Sans objet,2013-12-11,2014-05-15,C,http://www.ic.gc.ca/eic/site/cilp-pdci.nsf/eng/h_cl00867.html,http://www.ic.gc.ca/eic/site/cilp-pdci.nsf/fra/h_cl00867.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002833,,"CM,IN",Consultation on Amendments to Industry Canada's Antenna Tower Siting Procedures,Consultation sur les modifications des procédures d'Industrie Canada régissant l'implantation des pylônes d'antennes,Not Available,Sans objet,2014-02-27,2014-03-31,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10786.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10786.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002653,,ST,"Seizing Canada's Moment--Moving Forward in Science, Technology and Innovation (Consultation Paper)","Un moment à saisir pour le Canada -- Aller de l'avant dans le domaine des sciences, des technologies et de l'innovation",Not Available,Sans objet,2014-01-08,2014-02-07,C,http://www.ic.gc.ca/eic/site/icgc.nsf/eng/h_07416.html,http://www.ic.gc.ca/eic/site/icgc.nsf/fra/h_07416.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002510,,RE,Competition Bureau Seeks Input from Canadians on Potential Advocacy Initiatives,Le Bureau de la concurrence consulte les Canadiens sur d?éventuelles activités de promotion de la concurrence,Not Available,Sans objet,2013-09-10,2013-11-08,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03558.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03558.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002456,,"IN,RE",Timber Dimension Measuring Devices--Public Consultation Document,Appareils de mesure muldimensionnelle du bois -- Document de consultation publique,Not Available,Sans objet,2013-04-10,2013-08-31,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04618.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04618.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002465,,IN,Revision or Revocation of Bulletin E-04 (Measurement Canada),Révision ou révocation du bulletin E-04 (Mesures Canada),Not Available,Sans objet,2013-05-29,2013-08-14,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04631.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04631.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002455,,"IN,RE",Repeatability Tests - Volumetric Meters,Essais de fidélité - compteurs volumétriques,Not Available,Sans objet,2013-04-24,2013-05-30,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04617.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04617.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002457,,IN,"Consultation on Considerations Relating to Transfers, Divisions and Subordinate Licensing of Spectrum Licences","Consultation sur les aspects à prendre en compte concernant la cession, la division et la subordination des licences d'utilisation du spectre",Not Available,Sans objet,2013-03-07,2013-04-03,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/h_sf10568.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/h_sf10568.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002395,,CR,Roundtable Discussions on Intellectual Property,Tables rondes sur la propriété intellectuelle,Not Available,Sans objet,2013-03-13,2013-03-28,C,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03521.html,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03521.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002334,,"IN,JL","Draft Directive No. 31, Procedure Governing Trustee Professional Conduct Proceedings","Ébauche de l'instruction no 31, Procédure régissant les instances sur la conduite professionnelle des syndics",Not Available,Sans objet,2012-12-21,2013-01-31,C,http://www.ic.gc.ca/eic/site/bsf-osb.nsf/eng/h_br02431.html,http://www.ic.gc.ca/eic/site/bsf-osb.nsf/fra/h_br02431.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002286,,CM,Consultation on Renewal Process for 2300 MHz and 3500 MHz Licences,Consultation sur le processus de renouvellement des licences exploitées dans les bandes de 2 300 MHz et de 3 500 MHz,Not Available,Sans objet,2012-10-18,2012-12-17,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10470.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10470.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002290,,CR,CIPO invites innovative SMEs to participate in roundtable discussions,L'OPIC invite les PME novatrices à des tables rondes,Not Available,Sans objet,2012-11-14,2012-12-12,C,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03569.html,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03569.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002285,,CR,MOPOP Chapter 21: Final Actions and Post-Rejection Practice,RPBB chapitre 21: Décisions finales et pratique postérieure au refus,Not Available,Sans objet,2012-10-09,2012-11-23,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03560.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03560.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002287,,CM,Consultation on a Licensing Framework for Broadband Radio Service (BRS) -- 2500 MHz Band,Consultation sur un cadre de délivrance des licences pour services radio à large bande (SRLB) - bande de 2 500 MHz,Not Available,Sans objet,2012-10-09,2012-11-19,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10471.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10471.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002235,,RE,Draft Trustee Electronic Recordkeeping Directive,Ébauche de l'instruction Archivage électronique par le syndic,Not Available,Sans objet,2012-08-20,2012-09-20,C,http://www.ic.gc.ca/eic/site/bsf-osb.nsf/eng/h_br02431.html,http://www.ic.gc.ca/eic/site/bsf-osb.nsf/fra/h_br02431.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002200,,IN,Terms and Conditions for the Approval of Coriolis Liquid Meters (Measurement Canada),Conditions pour l'approbation des compteurs de liquides à effet de Coriolis (Mesures Canada),Not Available,Sans objet,2012-06-27,2012-08-11,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04579.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04579.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002201,,IN,EL-ENG-12-01: Requirements for the Certification and Use of Measuring Apparatus -  Electricity Meter Calibration Consoles,EL-ENG-12-01 : Exigences relatives à la certification et à l'utilisation d'appareils de mesure - consoles d'étalonnage de compteurs d'électricité,Not Available,Sans objet,2012-06-19,2012-07-19,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04576.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04576.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002122,,IN,Pre-Merger Notification Interpretation Guideline Number 12: Requirement to Submit a New Pre-Merger Notification and/or ARC Request Where a Proposed Transaction is Subsequently Amended: Enforcement Guidelines,Avis d'interprétation no 12 sur les préavis de fusion : Obligation de soumettre un nouveau préavis de fusion ou une nouvelle demande de CDP lorsqu'une transaction proposée est modifiée par la suite : Lignes directrices,Not Available,Sans objet,2012-03-23,2012-05-25,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03369.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03369.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002123,,IN,Pre-Merger Notification Interpretation Guideline Number 14: Duplication Arising From Transactions Between Affiliates: Enforcement Guidelines,Avis d'interprétation no 14 sur les préavis de fusion : Montant comptabilisé en double à la suite de transactions entre affiliées : Lignes directrices,Not Available,Sans objet,2012-03-23,2012-05-25,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03371.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03371.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002124,,"CM,IN",Notice No. SMSE-003-12 -- Consultation on the Licensing Framework for Fixed-Satellite Service (FSS) and Broadcasting-Satellite Service (BSS) in Canada,Avis no SMSE­003­12 -- Consultation sur le cadre de délivrance des licences pour les services fixes par satellite et les services de radiodiffusion par satellite au Canada,Not Available,Sans objet,2012-03-09,2012-05-23,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10312.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10312.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002131,,"CM,RE",Consultation on the Licensing Framework for Fixed-Satellite Service (FSS) and Broadcasting-Satellite Service (BSS) in Canada,Consultation sur le cadre de délivrance des licences pour les services fixes par satellite et les services radiodiffusion par satellite au Canada,Not Available,Sans objet,2012-03-23,2012-05-23,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10312.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10312.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002121,,IN,The Abuse of Dominance Provisions (Sections 78 and 79 of the Competition Act): Enforcement Guidelines,Les dispositions sur l'abus de position dominante (articles 78 et 79 de la Loi sur la concurrence) : Lignes directrices,Not Available,Sans objet,2012-03-22,2012-05-22,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03445.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03445.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002138,,IN,"Trustee Licensing, Directive 13R4","Délivrance des licences de syndic, Instruction no 13R4",Not Available,Sans objet,2012-04-11,2012-04-25,C,http://www.ic.gc.ca/eic/site/bsf-osb.nsf/eng/br02776.html,http://www.ic.gc.ca/eic/site/bsf-osb.nsf/fra/br02776.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002102,,CR,Proposed Amendments to the Trade-marks Regulations,Modifications proposées au Règlement sur les marques de commerce,Not Available,Sans objet,2012-02-23,2012-04-23,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03415.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03415.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-001425,,RU,Broadband Internet Maps,Cartes du réseau Internet à large bande,Not Available,Sans objet,2009-07-31,2012-03-31,C,http://www.ic.gc.ca/eic/site/720.nsf/eng/home,http://www.ic.gc.ca/eic/site/720.nsf/fra/accueil,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002107,,IN,Waste Management Trade Sector Review (Measurement Canada),Examen du secteur de la gestion des déchets (Mesures Canada),Not Available,Sans objet,2011-05-19,2012-03-31,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/h_lm04081.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/h_lm04081.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002105,,IN,S-E-02--Specifications for the Verification and the Reverification of Electricity Meters (Measurement Canada),S-E-02--Norme relative à la vérification et à la revérification des compteurs d'électricité (Mesures Canada),Not Available,Sans objet,2012-01-24,2012-03-30,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04550.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04550.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002106,,IN,S-E-XX--Specification for the Installation and Use of Electricity Meters Approved and Verified to be Used in Establishing Processed Legal Units of Measure (PLUM) (Measurement Canada),S-E-XX--Norme visant l'installation et l'utilisation de compteurs d'électricité approuvés et vérifiés aux fins d'établissement des unités de mesure légales calculées (UMLC) (Mesures Canada),Not Available,Sans objet,2012-01-24,2012-03-30,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04552.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04552.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002103,,CR,"Patent Branch - Proposed Practice Notice on ""Correction of errors introduced in the naming of an applicant at the time of filing or national entry""",Projet d'énoncé de pratique relatif à la « Correction des erreurs commises à l'égard de la dénomination d'un demandeur au moment du dépôt ou de l'entrée dans la phase nationale »,Not Available,Sans objet,2012-01-16,2012-02-20,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03406.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03406.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002108,,IN,S-E-06 -- Specification for the Approval of Type of Electricity Meters and Auxiliary Devices - Amendments to Measurement Canada Specification LMB-EG-07,S-E-06 -- Norme pour l'approbation des types de compteurs d'électricité et des appareils auxiliaires - modifications de la norme LMB-EG-07 de Mesures Canada,Not Available,Sans objet,2011-11-18,2011-12-23,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04527.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04527.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002125,,"CM,IN",Notice No. SMSE-012-11 -- Consultation on a Policy and Technical Framework for the Use of Non-Broadcasting Applications in the Television Broadcasting Bands Below 698 MHz,Avis no SMSE-012-11 -- Consultation sur un cadre politique et technique pour l'utilisation d'applications autres que la radiodiffusion dans les bandes de télévision inférieures à 698 MHz,Not Available,Sans objet,2011-08-19,2011-12-02,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10050.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10050.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002109,,IN,Mass: Load Cells for all Remaining CLASS Approved Devices (Measurement Canada),Masse : Cellules de pesage de tous les autres appareils approuvés CLASS (Mesures Canada),Not Available,Sans objet,2011-07-20,2011-10-21,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04509.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04509.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002126,,"CM,IN","Notice No. SMSE-010-11 -- Consultation on Spectrum Utilization of Frequency Bands 71-76 GHz, 81-86 GHz and 92-95 GHz by the Fixed Service","Avis no SMSE-010-11 -- Consultation sur l'utilisation des fréquences des bandes 71-76 GHz, 81-86 GHz et 92-95 GHz par le service fixe",Not Available,Sans objet,2011-07-08,2011-10-21,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf10046.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf10046.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002110,,IN,Request for Temporary Dispensation from Meter Verification (Medicine Hat Electric Utility) (Measurement Canada),Demande de dispense temporaire de la revérification de compteurs (Medicine Hat Electric Utility) (Mesures Canada),Not Available,Sans objet,2011-08-25,2011-09-30,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04515.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04515.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002111,,IN,Consultation on Specifications for the Approval of Software Controlled Electricity and Gas Metering Devices and Specifications Relating to Event Loggers for Electricity and Gas Metering Devices (Measurement Canada),Consultation sur la Norme visant l'approbation des appareils de mesure de l'électricité et du gaz commandés par logiciel et la Norme sur les consignateurs d'événements pour les appareils de mesure de l'électricité et du gaz (Mesures Canada),Not Available,Sans objet,2011-08-17,2011-09-30,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04512.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04512.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
